Episode,TotalReward,Epsilon
112,-0.6950000000000005,0.9666632501425452
113,-3.9949999999999375,0.9663732511675024
114,-1.3949999999999922,0.9660833391921522
115,-0.6950000000000005,0.9657935141903946
116,-4.999999999999916,0.9655037761361375
117,-4.999999999999916,0.9652141250032966
118,-4.999999999999916,0.9649245607657957
119,-3.994999999999929,0.964635083397566
120,-0.6950000000000005,0.9643456928725468
121,-1.3949999999999922,0.9640563891646851
122,-4.999999999999916,0.9637671722479357
123,-0.6950000000000005,0.9634780420962614
124,-4.999999999999916,0.9631889986836326
125,-4.999999999999916,0.9629000419840276
126,-0.6950000000000005,0.9626111719714324
127,-4.999999999999916,0.962322388619841
128,-4.999999999999916,0.962033691903255
129,-0.6950000000000005,0.9617450817956841
130,-4.999999999999916,0.9614565582711454
131,-0.6950000000000005,0.9611681213036641
132,-0.6950000000000005,0.960879770867273
133,-0.6950000000000005,0.9605915069360129
134,-1.3949999999999922,0.9603033294839322
135,-4.999999999999916,0.960015238485087
136,-4.999999999999916,0.9597272339135414
137,-0.4650000000000003,0.9594393157433674
138,-4.999999999999916,0.9591514839486444
139,-4.999999999999916,0.9588637385034599
140,-4.999999999999916,0.9585760793819088
141,-0.6950000000000005,0.9582885065580943
142,-0.4650000000000003,0.9580010200061269
143,-0.6950000000000005,0.957713619700125
144,-1.3949999999999922,0.957426305614215
145,-0.6950000000000005,0.9571390777225308
146,-0.4650000000000003,0.9568519359992141
147,-4.999999999999916,0.9565648804184144
148,-0.6950000000000005,0.9562779109542888
149,-3.9949999999999375,0.9559910275810025
150,-4.999999999999916,0.9557042302727282
151,-0.6950000000000005,0.9554175190036465
152,-1.3949999999999922,0.9551308937479454
153,-0.6950000000000005,0.954844354479821
154,-4.999999999999916,0.954557901173477
155,-4.999999999999916,0.954271533803125
156,-4.999999999999916,0.9539852523429841
157,-4.999999999999916,0.9536990567672813
158,-4.999999999999916,0.9534129470502511
159,-0.6950000000000005,0.9531269231661361
160,-4.999999999999916,0.9528409850891864
161,-4.999999999999916,0.9525551327936597
162,-3.994999999999929,0.9522693662538216
163,-4.999999999999916,0.9519836854439455
164,-4.999999999999916,0.9516980903383123
165,-0.4650000000000003,0.9514125809112108
166,-4.999999999999916,0.9511271571369375
167,-4.999999999999916,0.9508418189897965
168,-4.999999999999916,0.9505565664440996
169,-4.999999999999916,0.9502713994741664
170,-4.999999999999916,0.9499863180543242
171,-4.999999999999916,0.9497013221589079
172,-0.6950000000000005,0.9494164117622602
173,-4.999999999999916,0.9491315868387316
174,-4.999999999999916,0.94884684736268
175,-0.6950000000000005,0.9485621933084712
176,-4.999999999999916,0.9482776246504787
177,-4.999999999999916,0.9479931413630835
178,-0.6950000000000005,0.9477087434206747
179,-4.999999999999916,0.9474244307976485
180,-1.3949999999999922,0.9471402034684092
181,-4.999999999999916,0.9468560614073688
182,-3.994999999999929,0.9465720045889466
183,-4.999999999999916,0.94628803298757
184,-3.9949999999999375,0.9460041465776737
185,-4.999999999999916,0.9457203453337004
186,-4.999999999999916,0.9454366292301003
187,-4.999999999999916,0.9451529982413313
188,-4.999999999999916,0.9448694523418589
189,-4.999999999999916,0.9445859915061564
190,-1.3949999999999922,0.9443026157087046
191,-4.999999999999916,0.944019324923992
192,-4.999999999999916,0.9437361191265148
193,-1.3949999999999922,0.9434529982907769
194,-4.999999999999916,0.9431699623912897
195,-4.999999999999916,0.9428870114025724
196,-4.999999999999916,0.9426041452991516
197,-1.3949999999999922,0.9423213640555619
198,-4.999999999999916,0.9420386676463453
199,5.535,0.9417560560460514
200,-0.4650000000000003,0.9414735292292377
201,-0.4650000000000003,0.941191087170469
202,-4.999999999999916,0.9409087298443178
203,-4.999999999999916,0.9406264572253645
204,-4.999999999999916,0.9403442692881969
205,-0.6950000000000005,0.9400621660074104
206,-0.6950000000000005,0.9397801473576083
207,-4.999999999999916,0.939498213313401
208,-1.3949999999999922,0.939216363849407
209,-4.999999999999916,0.9389345989402522
210,-4.999999999999916,0.9386529185605702
211,-1.3949999999999922,0.9383713226850021
212,-4.999999999999916,0.9380898112881967
213,-4.999999999999916,0.9378083843448103
214,-1.3949999999999922,0.9375270418295069
215,-1.3949999999999922,0.937245783716958
216,-1.3949999999999922,0.9369646099818429
217,-0.6950000000000005,0.9366835205988484
218,-0.4650000000000003,0.9364025155426687
219,-4.999999999999916,0.9361215947880059
220,-4.999999999999916,0.9358407583095696
221,-0.4650000000000003,0.9355600060820768
222,-4.999999999999916,0.9352793380802522
223,-1.9849999999999481,0.9349987542788282
224,-0.4650000000000003,0.9347182546525445
225,-0.6950000000000005,0.9344378391761489
226,-4.999999999999916,0.9341575078243961
227,-4.999999999999916,0.9338772605720488
228,-4.999999999999916,0.9335970973938772
229,-0.6950000000000005,0.9333170182646591
230,-4.999999999999916,0.9330370231591797
231,-0.6950000000000005,0.932757112052232
232,-1.3949999999999922,0.9324772849186164
233,-3.994999999999929,0.9321975417331408
234,-4.999999999999916,0.9319178824706209
235,-4.999999999999916,0.9316383071058798
236,-1.3949999999999922,0.9313588156137481
237,-4.999999999999916,0.931079407969064
238,-4.999999999999916,0.9308000841466733
239,-4.999999999999916,0.9305208441214293
240,-0.4650000000000003,0.930241687868193
241,-4.999999999999916,0.9299626153618326
242,-4.999999999999916,0.929683626577224
243,-1.3949999999999922,0.9294047214892509
244,-4.999999999999916,0.9291259000728042
245,-1.3949999999999922,0.9288471623027823
246,-1.3949999999999922,0.9285685081540915
247,-4.999999999999916,0.9282899376016454
248,-0.6950000000000005,0.9280114506203649
249,-1.3949999999999922,0.9277330471851789
250,-4.999999999999916,0.9274547272710234
251,-0.4650000000000003,0.9271764908528422
252,-3.9949999999999375,0.9268983379055863
253,-0.4650000000000003,0.9266202684042146
254,-4.999999999999916,0.9263422823236934
255,-0.6950000000000005,0.9260643796389963
256,-4.999999999999916,0.9257865603251046
257,-0.6950000000000005,0.9255088243570071
258,-1.3949999999999922,0.9252311717097
259,-0.4650000000000003,0.9249536023581871
260,-0.6950000000000005,0.9246761162774797
261,-4.999999999999916,0.9243987134425965
262,-4.999999999999916,0.9241213938285637
263,-4.999999999999916,0.9238441574104151
264,-4.999999999999916,0.923567004163192
265,-4.999999999999916,0.9232899340619432
266,-4.999999999999916,0.9230129470817245
267,-0.4650000000000003,0.9227360431976
268,-4.999999999999916,0.9224592223846408
269,-0.6950000000000005,0.9221824846179255
270,-3.994999999999929,0.9219058298725402
271,-4.999999999999916,0.9216292581235784
272,-0.4650000000000003,0.9213527693461414
273,-4.999999999999916,0.9210763635153376
274,-1.3949999999999922,0.9208000406062831
275,-3.994999999999929,0.9205238005941012
276,-4.999999999999916,0.9202476434539231
277,-4.999999999999916,0.919971569160887
278,-1.3949999999999922,0.9196955776901388
279,-4.999999999999916,0.9194196690168318
280,-3.9949999999999375,0.9191438431161267
281,-0.4650000000000003,0.918868099963192
282,-1.3949999999999922,0.918592439533203
283,-1.3949999999999922,0.9183168618013431
284,-4.999999999999916,0.9180413667428027
285,-1.3949999999999922,0.9177659543327799
286,-4.999999999999916,0.91749062454648
287,-1.3949999999999922,0.9172153773591161
288,-3.9949999999999375,0.9169402127459083
289,-4.999999999999916,0.9166651306820846
290,-1.3949999999999922,0.9163901311428799
291,-4.999999999999916,0.9161152141035371
292,-4.999999999999916,0.9158403795393061
293,-4.999999999999916,0.9155656274254443
294,-4.999999999999916,0.9152909577372167
295,-0.6950000000000005,0.9150163704498956
296,-0.6950000000000005,0.9147418655387607
297,-4.999999999999916,0.9144674429790991
298,-4.999999999999916,0.9141931027462054
299,-0.4650000000000003,0.9139188448153815
300,-0.6950000000000005,0.913644669161937
301,-4.999999999999916,0.9133705757611884
302,-1.3949999999999922,0.9130965645884601
303,-0.39499999999999225,0.9128226356190836
304,-4.999999999999916,0.912548788828398
305,-4.999999999999916,0.9122750241917494
306,-4.999999999999916,0.912001341684492
307,-4.999999999999916,0.9117277412819866
308,-4.999999999999916,0.9114542229596021
309,-0.4650000000000003,0.9111807866927143
310,-4.999999999999916,0.9109074324567065
311,-0.4650000000000003,0.9106341602269695
312,-4.999999999999916,0.9103609699789015
313,-0.6950000000000005,0.9100878616879078
314,-0.4650000000000003,0.9098148353294014
315,-4.999999999999916,0.9095418908788027
316,-4.999999999999916,0.909269028311539
317,-0.4650000000000003,0.9089962476030455
318,-4.999999999999916,0.9087235487287647
319,-4.999999999999916,0.9084509316641461
320,-4.999999999999916,0.9081783963846469
321,-0.4650000000000003,0.9079059428657316
322,-4.999999999999916,0.9076335710828719
323,-4.999999999999916,0.9073612810115471
324,-4.999999999999916,0.9070890726272437
325,-4.999999999999916,0.9068169459054556
326,-4.999999999999916,0.9065449008216839
327,-4.999999999999916,0.9062729373514374
328,-4.999999999999916,0.906001055470232
329,-0.4650000000000003,0.9057292551535909
330,-0.4650000000000003,0.9054575363770448
331,-4.999999999999916,0.9051858991161318
332,-4.999999999999916,0.904914343346397
333,-4.999999999999916,0.9046428690433931
334,-1.3949999999999922,0.9043714761826801
335,-4.999999999999916,0.9041001647398254
336,-0.6950000000000005,0.9038289346904035
337,-4.999999999999916,0.9035577860099964
338,-0.6950000000000005,0.9032867186741934
339,-4.999999999999916,0.9030157326585911
340,-4.999999999999916,0.9027448279387936
341,-0.6950000000000005,0.902474004490412
342,-4.999999999999916,0.902203262289065
343,-0.6950000000000005,0.9019326013103783
344,-4.999999999999916,0.9016620215299852
345,-0.6950000000000005,0.9013915229235262
346,-4.999999999999916,0.9011211054666491
347,-0.4650000000000003,0.9008507691350092
348,-4.999999999999916,0.9005805139042687
349,-4.999999999999916,0.9003103397500974
350,-4.999999999999916,0.9000402466481724
351,-4.999999999999916,0.8997702345741779
352,-4.999999999999916,0.8995003035038057
353,-0.4650000000000003,0.8992304534127546
354,-0.4650000000000003,0.8989606842767308
355,-1.3949999999999922,0.8986909960714479
356,-4.999999999999916,0.8984213887726265
357,-4.999999999999916,0.8981518623559946
358,-0.6950000000000005,0.8978824167972879
359,-1.3949999999999922,0.8976130520722487
360,-4.999999999999916,0.8973437681566271
361,-1.3949999999999922,0.8970745650261801
362,-0.6950000000000005,0.8968054426566723
363,-0.6950000000000005,0.8965364010238753
364,-3.9949999999999375,0.8962674401035682
365,-4.999999999999916,0.8959985598715371
366,-4.999999999999916,0.8957297603035757
367,-1.3949999999999922,0.8954610413754847
368,0.025000000000074678,0.895192403063072
369,-4.999999999999916,0.8949238453421531
370,-1.3949999999999922,0.8946553681885505
371,-0.6950000000000005,0.894386971578094
372,-4.999999999999916,0.8941186554866206
373,-4.999999999999916,0.8938504198899747
374,-3.994999999999929,0.8935822647640077
375,-4.999999999999916,0.8933141900845786
376,-1.3949999999999922,0.8930461958275532
377,-0.6950000000000005,0.8927782819688049
378,-4.999999999999916,0.8925104484842143
379,-1.3949999999999922,0.8922426953496692
380,-4.999999999999916,0.8919750225410643
381,-0.6950000000000005,0.891707430034302
382,-4.999999999999916,0.8914399178052917
383,-1.3949999999999922,0.8911724858299502
384,-4.999999999999916,0.8909051340842012
385,-1.3949999999999922,0.890637862543976
386,-0.6950000000000005,0.8903706711852128
387,-4.999999999999916,0.8901035599838573
388,-1.3949999999999922,0.8898365289158622
389,-4.999999999999916,0.8895695779571875
390,-4.999999999999916,0.8893027070838003
391,-0.6950000000000005,0.8890359162716752
392,-0.6950000000000005,0.8887692054967937
393,-0.4650000000000003,0.8885025747351447
394,-1.3949999999999922,0.8882360239627242
395,-4.999999999999916,0.8879695531555354
396,-3.994999999999929,0.8877031622895888
397,-0.4650000000000003,0.8874368513409019
398,-0.4650000000000003,0.8871706202854996
399,-0.4650000000000003,0.886904469099414
400,-0.6950000000000005,0.8866383977586842
401,-3.994999999999929,0.8863724062393566
402,-0.6950000000000005,0.8861064945174849
403,-0.6950000000000005,0.8858406625691297
404,-3.9949999999999375,0.8855749103703591
405,-4.999999999999916,0.885309237897248
406,-4.999999999999916,0.8850436451258789
407,-0.6950000000000005,0.8847781320323411
408,-4.999999999999916,0.8845126985927314
409,-4.999999999999916,0.8842473447831536
410,-4.999999999999916,0.8839820705797187
411,-4.999999999999916,0.8837168759585448
412,-0.4650000000000003,0.8834517608957573
413,-1.3949999999999922,0.8831867253674885
414,-4.999999999999916,0.8829217693498783
415,-0.6950000000000005,0.8826568928190733
416,-4.999999999999916,0.8823920957512277
417,-4.999999999999916,0.8821273781225023
418,-4.999999999999916,0.8818627399090656
419,-1.3949999999999922,0.8815981810870929
420,-0.4650000000000003,0.8813337016327668
421,-3.9949999999999375,0.881069301522277
422,-1.3949999999999922,0.8808049807318203
423,-0.6950000000000005,0.8805407392376008
424,-0.6950000000000005,0.8802765770158295
425,-3.994999999999929,0.8800124940427247
426,-0.4650000000000003,0.879748490294512
427,-4.999999999999916,0.8794845657474236
428,-4.999999999999916,0.8792207203776994
429,-0.4650000000000003,0.8789569541615861
430,-4.999999999999916,0.8786932670753377
431,-0.6950000000000005,0.8784296590952151
432,-0.6950000000000005,0.8781661301974866
433,-4.999999999999916,0.8779026803584273
434,-4.999999999999916,0.8776393095543198
435,-4.999999999999916,0.8773760177614536
436,-1.3949999999999922,0.8771128049561252
437,-4.999999999999916,0.8768496711146384
438,-0.4650000000000003,0.876586616213304
439,-1.3949999999999922,0.8763236402284401
440,-0.6950000000000005,0.8760607431363716
441,-3.9949999999999375,0.8757979249134308
442,-0.6950000000000005,0.8755351855359568
443,-4.999999999999916,0.8752725249802961
444,-0.6950000000000005,0.875009943222802
445,-4.999999999999916,0.8747474402398352
446,-4.999999999999916,0.8744850160077633
447,-3.9949999999999375,0.874222670502961
448,-0.4650000000000003,0.8739604037018102
449,-4.999999999999916,0.8736982155806996
450,-0.6950000000000005,0.8734361061160254
451,-4.999999999999916,0.8731740752841907
452,-0.6950000000000005,0.8729121230616055
453,-0.4650000000000003,0.872650249424687
454,-0.4650000000000003,0.8723884543498597
455,-4.999999999999916,0.8721267378135548
456,-0.4650000000000003,0.8718650997922107
457,-4.999999999999916,0.871603540262273
458,-1.3949999999999922,0.8713420592001944
459,-0.6950000000000005,0.8710806565824344
460,-4.999999999999916,0.8708193323854597
461,-4.999999999999916,0.8705580865857441
462,-4.999999999999916,0.8702969191597684
463,-4.999999999999916,0.8700358300840204
464,-4.999999999999916,0.8697748193349952
465,-0.6950000000000005,0.8695138868891947
466,-0.6950000000000005,0.869253032723128
467,-0.6950000000000005,0.8689922568133112
468,-4.999999999999916,0.8687315591362672
469,-0.6950000000000005,0.8684709396685264
470,-4.999999999999916,0.8682103983866258
471,-0.6950000000000005,0.8679499352671098
472,-1.3949999999999922,0.8676895502865297
473,-0.6950000000000005,0.8674292434214438
474,-4.999999999999916,0.8671690146484173
475,-0.4650000000000003,0.8669088639440229
476,-0.4650000000000003,0.8666487912848397
477,-1.3949999999999922,0.8663887966474543
478,-4.999999999999916,0.8661288800084601
479,-0.6950000000000005,0.8658690413444576
480,-4.999999999999916,0.8656092806320543
481,-0.6950000000000005,0.8653495978478647
482,-0.6950000000000005,0.8650899929685104
483,-0.6950000000000005,0.8648304659706199
484,-4.999999999999916,0.8645710168308287
485,-1.9849999999999481,0.8643116455257794
486,-4.999999999999916,0.8640523520321217
487,-1.3949999999999922,0.8637931363265121
488,-4.999999999999916,0.8635339983856142
489,-4.999999999999916,0.8632749381860986
490,-0.6950000000000005,0.8630159557046427
491,-4.999999999999916,0.8627570509179314
492,3.0400000000000835,0.8624982238026561
493,-4.999999999999916,0.8622394743355153
494,-4.999999999999916,0.8619808024932146
495,-0.6950000000000005,0.8617222082524667
496,-4.999999999999916,0.861463691589991
497,-4.999999999999916,0.8612052524825141
498,-4.999999999999916,0.8609468909067693
499,-4.999999999999916,0.8606886068394973
500,-1.3949999999999922,0.8604304002574455
501,-0.6950000000000005,0.8601722711373684
502,-4.999999999999916,0.8599142194560272
503,-1.3949999999999922,0.8596562451901905
504,-1.3949999999999922,0.8593983483166334
505,-4.999999999999916,0.8591405288121384
506,-0.6950000000000005,0.8588827866534948
507,-4.999999999999916,0.8586251218174988
508,-4.999999999999916,0.8583675342809536
509,-4.999999999999916,0.8581100240206693
510,-0.6950000000000005,0.8578525910134631
511,-4.999999999999916,0.8575952352361591
512,-3.9949999999999375,0.8573379566655883
513,-0.6950000000000005,0.8570807552785886
514,-4.999999999999916,0.8568236310520051
515,-0.4650000000000003,0.8565665839626895
516,-1.3949999999999922,0.8563096139875007
517,-0.6950000000000005,0.8560527211033045
518,-4.999999999999916,0.8557959052869736
519,-4.999999999999916,0.8555391665153875
520,-4.999999999999916,0.855282504765433
521,-0.4650000000000003,0.8550259200140033
522,-4.999999999999916,0.8547694122379992
523,-4.999999999999916,0.8545129814143279
524,-0.4650000000000003,0.8542566275199036
525,-4.999999999999916,0.8540003505316477
526,-0.4650000000000003,0.8537441504264882
527,-4.999999999999916,0.8534880271813603
528,-4.999999999999916,0.853231980773206
529,-3.9949999999999375,0.852976011178974
530,-1.3949999999999922,0.8527201183756203
531,-0.6950000000000005,0.8524643023401077
532,-4.999999999999916,0.8522085630494057
533,-4.999999999999916,0.851952900480491
534,-0.6950000000000005,0.8516973146103469
535,-0.6950000000000005,0.8514418054159638
536,-0.4650000000000003,0.8511863728743391
537,-4.999999999999916,0.8509310169624767
538,-4.999999999999916,0.850675737657388
539,-4.999999999999916,0.8504205349360908
540,-4.999999999999916,0.85016540877561
541,-4.999999999999916,0.8499103591529773
542,-0.4650000000000003,0.8496553860452314
543,-0.4650000000000003,0.8494004894294178
544,-4.999999999999916,0.849145669282589
545,-0.6950000000000005,0.8488909255818043
546,-4.999999999999916,0.8486362583041298
547,-4.999999999999916,0.8483816674266386
548,-1.3949999999999922,0.8481271529264106
549,-1.3949999999999922,0.8478727147805327
550,-0.4650000000000003,0.8476183529660986
551,-4.999999999999916,0.8473640674602088
552,-0.4650000000000003,0.8471098582399708
553,-4.999999999999916,0.8468557252824988
554,-0.4650000000000003,0.846601668564914
555,-0.4650000000000003,0.8463476880643446
556,-4.999999999999916,0.8460937837579253
557,-0.6950000000000005,0.845839955622798
558,-3.994999999999929,0.8455862036361113
559,-4.999999999999916,0.8453325277750204
560,-4.999999999999916,0.8450789280166879
561,-4.999999999999916,0.8448254043382829
562,-1.3949999999999922,0.8445719567169815
563,-4.999999999999916,0.8443185851299664
564,-0.6950000000000005,0.8440652895544274
565,-0.4650000000000003,0.8438120699675611
566,-4.999999999999916,0.8435589263465708
567,-1.3949999999999922,0.8433058586686669
568,-4.999999999999916,0.8430528669110664
569,-4.999999999999916,0.8427999510509931
570,-0.4650000000000003,0.8425471110656779
571,-4.999999999999916,0.8422943469323583
572,-4.999999999999916,0.8420416586282786
573,-0.6950000000000005,0.8417890461306902
574,-4.999999999999916,0.841536509416851
575,-0.4650000000000003,0.8412840484640259
576,-0.4650000000000003,0.8410316632494867
577,-0.6950000000000005,0.8407793537505119
578,9.535,0.8405271199443868
579,-4.999999999999916,0.8402749618084034
580,-0.6950000000000005,0.840022879319861
581,-0.6950000000000005,0.8397708724560651
582,-4.999999999999916,0.8395189411943282
583,-4.999999999999916,0.8392670855119699
584,-1.3949999999999922,0.8390153053863164
585,-4.999999999999916,0.8387636007947006
586,-4.999999999999916,0.8385119717144622
587,-0.4650000000000003,0.8382604181229479
588,-0.4650000000000003,0.838008939997511
589,-4.999999999999916,0.8377575373155118
590,-4.999999999999916,0.8375062100543172
591,-4.999999999999916,0.837254958191301
592,-4.999999999999916,0.8370037817038437
593,-4.999999999999916,0.8367526805693326
594,-4.999999999999916,0.8365016547651618
595,-4.999999999999916,0.8362507042687323
596,-4.999999999999916,0.8359998290574516
597,-1.3949999999999922,0.8357490291087344
598,-1.3949999999999922,0.8354983044000018
599,-4.999999999999916,0.8352476549086819
600,-4.999999999999916,0.8349970806122093
601,-4.999999999999916,0.8347465814880257
602,-4.999999999999916,0.8344961575135793
603,-4.999999999999916,0.8342458086663253
604,-0.6950000000000005,0.8339955349237254
605,-4.999999999999916,0.8337453362632483
606,-4.999999999999916,0.8334952126623694
607,-3.994999999999929,0.8332451640985706
608,-4.999999999999916,0.8329951905493411
609,-0.4650000000000003,0.8327452919921764
610,-1.3949999999999922,0.8324954684045788
611,-4.999999999999916,0.8322457197640575
612,-4.999999999999916,0.8319960460481283
613,-0.6950000000000005,0.8317464472343139
614,-0.6950000000000005,0.8314969233001437
615,-0.4650000000000003,0.8312474742231537
616,-4.999999999999916,0.8309980999808868
617,-4.999999999999916,0.8307488005508926
618,-0.4650000000000003,0.8304995759107274
619,-0.4650000000000003,0.8302504260379543
620,-4.999999999999916,0.8300013509101429
621,-1.3949999999999922,0.82975235050487
622,-4.999999999999916,0.8295034247997185
623,-1.3949999999999922,0.8292545737722786
624,-4.999999999999916,0.829005797400147
625,-3.9949999999999375,0.828757095660927
626,-0.4650000000000003,0.8285084685322288
627,-4.999999999999916,0.8282599159916691
628,-0.4650000000000003,0.8280114380168717
629,-1.3949999999999922,0.8277630345854666
630,-4.999999999999916,0.827514705675091
631,-4.999999999999916,0.8272664512633885
632,-4.999999999999916,0.8270182713280095
633,-4.999999999999916,0.8267701658466111
634,-3.9949999999999375,0.8265221347968572
635,-0.6950000000000005,0.8262741781564181
636,-3.9949999999999375,0.8260262959029713
637,-0.6950000000000005,0.8257784880142004
638,-4.999999999999916,0.8255307544677961
639,-0.6950000000000005,0.8252830952414558
640,-4.999999999999916,0.8250355103128834
641,-4.999999999999916,0.8247879996597896
642,-4.999999999999916,0.8245405632598917
643,-3.9949999999999375,0.8242932010909138
644,-4.999999999999916,0.8240459131305865
645,-0.4650000000000003,0.8237986993566474
646,-1.3949999999999922,0.8235515597468405
647,-1.3949999999999922,0.8233044942789164
648,-1.3949999999999922,0.8230575029306327
649,-4.999999999999916,0.8228105856797536
650,-1.3949999999999922,0.8225637425040497
651,-1.3949999999999922,0.8223169733812985
652,-1.3949999999999922,0.8220702782892841
653,-0.6950000000000005,0.8218236572057974
654,-4.999999999999916,0.8215771101086357
655,-4.999999999999916,0.821330636975603
656,-1.3949999999999922,0.8210842377845103
657,-4.999999999999916,0.8208379125131751
658,-4.999999999999916,0.8205916611394212
659,-0.6950000000000005,0.8203454836410794
660,-4.999999999999916,0.8200993799959871
661,-1.3949999999999922,0.8198533501819883
662,-1.3949999999999922,0.8196073941769337
663,-1.3949999999999922,0.8193615119586807
664,-4.999999999999916,0.8191157035050931
665,-4.999999999999916,0.8188699687940416
666,-4.999999999999916,0.8186243078034035
667,-4.999999999999916,0.8183787205110624
668,-0.4650000000000003,0.8181332068949091
669,-4.999999999999916,0.8178877669328406
670,-0.4650000000000003,0.8176424006027607
671,-3.9949999999999375,0.8173971078825799
672,-4.999999999999916,0.8171518887502152
673,-4.999999999999916,0.8169067431835901
674,-4.999999999999916,0.816661671160635
675,-4.999999999999916,0.8164166726592869
676,-0.6950000000000005,0.8161717476574891
677,-1.3949999999999922,0.8159268961331919
678,-4.999999999999916,0.815682118064352
679,-1.3949999999999922,0.8154374134289327
680,-4.999999999999916,0.8151927822049041
681,0.025000000000074678,0.8149482243702426
682,-4.999999999999916,0.8147037399029315
683,-1.3949999999999922,0.8144593287809607
684,-4.999999999999916,0.8142149909823264
685,-1.3949999999999922,0.8139707264850318
686,-0.6950000000000005,0.8137265352670863
