Episode,TotalReward,Epsilon
0,-9.999999999999831,1.0
1,-1.390000000000001,0.9995
2,-9.999999999999831,0.9990002500000001
3,-1.390000000000001,0.9985007498750001
4,-0.9300000000000006,0.9980014995000627
5,-9.999999999999831,0.9975024987503127
6,-9.999999999999831,0.9970037475009376
7,-1.390000000000001,0.9965052456271871
8,-0.9300000000000006,0.9960069930043736
9,-2.7899999999999845,0.9955089895078715
10,-9.999999999999831,0.9950112350131176
11,-0.9300000000000006,0.9945137293956111
12,-9.999999999999831,0.9940164725309134
13,-0.9300000000000006,0.993519464294648
14,-8.989999999999837,0.9930227045625007
15,-8.989999999999855,0.9925261932102195
16,-8.989999999999855,0.9920299301136144
17,-9.999999999999831,0.9915339151485576
18,-9.999999999999831,0.9910381481909833
19,-9.999999999999831,0.990542629116888
20,-0.9300000000000006,0.9900473578023296
21,-2.7899999999999845,0.9895523341234285
22,-1.390000000000001,0.9890575579563669
23,-8.989999999999837,0.9885630291773887
24,-9.999999999999831,0.9880687476628001
25,-9.999999999999831,0.9875747132889687
26,-9.999999999999831,0.9870809259323243
27,-1.390000000000001,0.9865873854693582
28,-9.999999999999831,0.9860940917766235
29,-1.390000000000001,0.9856010447307353
30,-2.7899999999999845,0.98510824420837
31,-1.390000000000001,0.9846156900862658
32,-9.999999999999831,0.9841233822412228
33,-9.999999999999831,0.9836313205501022
34,-9.999999999999831,0.9831395048898272
35,-2.7899999999999845,0.9826479351373822
36,-9.999999999999831,0.9821566111698136
37,-9.999999999999831,0.9816655328642288
38,-2.7899999999999845,0.9811747000977967
39,-2.7899999999999845,0.9806841127477479
40,-8.989999999999855,0.9801937706913741
41,-2.7899999999999845,0.9797036738060285
42,-9.999999999999831,0.9792138219691255
43,-1.390000000000001,0.978724215058141
44,-9.999999999999831,0.978234852950612
45,-8.989999999999855,0.9777457355241367
46,-2.7899999999999845,0.9772568626563747
47,-2.7899999999999845,0.9767682342250465
48,-1.390000000000001,0.976279850107934
49,-1.390000000000001,0.9757917101828801
50,-2.7899999999999845,0.9753038143277888
51,-9.999999999999831,0.974816162420625
52,-8.989999999999855,0.9743287543394147
53,-0.9300000000000006,0.973841589962245
